Frame,Predicted_X,Predicted_Z,Ground_Truth_X,Ground_Truth_Z,Error_X,Error_Z
0,0.1674910670771509,0.9630682019847063,5.551115e-17,2.220446e-16,0.16749106707715083,0.9630682019847061
1,0.2740527082335119,1.987679270273332,0.02138869,0.2880714,0.2526640182335119,1.699607870273332
2,-0.049897439234577234,1.0794968071614228,0.03879027,0.5807338,0.08868770923457724,0.49876300716142286
3,-0.34435822379803155,2.0518540766172264,0.05418066,0.8792349,0.39853888379803154,1.1726191766172263
4,-0.04830890914782987,3.023385249671575,0.06515084,1.18521,0.11345974914782987,1.838175249671575
5,-0.10194356977540152,4.061274572867619,0.07053236,1.500857,0.17247592977540152,2.5604175728676193
6,-0.10783249461633906,3.0824028444741525,0.06976838,1.824326,0.17760087461633906,1.2580768444741526
7,-0.46349805372614195,4.086251490270979,0.05785896,2.161983,0.521357013726142,1.924268490270979
8,-0.3775894245757925,3.079091981438395,0.03493816,2.516769,0.41252758457579247,0.562322981438395
9,-0.49945254039839376,4.103281085770384,0.003415143,2.875512,0.5028676833983937,1.2277690857703836
10,0.06707439317020675,5.021411848575868,-0.030863,3.247151,0.09793739317020675,1.7742608485758677
11,0.10855326045895,6.042811027922524,-0.07130281,3.630711,0.17985607045895,2.4121000279225244
12,0.38180922503345094,5.06612444643932,-0.1231303,4.021896,0.504939525033451,1.0442284464393197
13,0.23195924726458958,6.096189395103156,-0.1931244,4.418357,0.4250836472645896,1.677832395103156
14,-0.12012461741906286,7.047268657732841,-0.2714242,4.828313,0.15129958258093715,2.2189556577328418
15,-0.8203145212392962,7.818669703399674,-0.3555623,5.248722,0.46475222123929616,2.5699477033996745
16,-0.2644952794111334,7.029339589680215,-0.4410342,5.683091,0.1765389205888666,1.346248589680215
17,-0.27456165449098724,8.046031133125005,-0.5276696,6.12782,0.2531079455090127,1.9182111331250056
18,-0.653621341913495,8.987234069656125,-0.6223879,6.586939,0.031233441913494975,2.400295069656125
19,0.13331518227000083,9.633496925450507,-0.727014,7.057528,0.8603291822700009,2.575968925450507
20,-0.22001561092749378,10.5605107495323,-0.8348053,7.548378,0.6147896890725062,3.0121327495323005
21,-0.5510184442441957,11.5107758865005,-0.9419591,8.041587,0.3909406557558044,3.4691888865005005
22,-0.9773256867214468,12.437117897202942,-1.052874,8.554975,0.07554831327855327,3.8821428972029413
23,-1.2918890056313626,13.390799114422743,-1.178089,9.07598,0.11380000563136261,4.314819114422743
