Frame,Predicted_X,Predicted_Z,Ground_Truth_X,Ground_Truth_Z,Error_X,Error_Z
0,-0.01072364229079847,0.9999586422123287,-5.551115e-17,2.220446e-16,0.010723642290798415,0.9999586422123284
1,0.01929956652100873,1.9998762973459756,0.001289128,1.310643,0.01801043852100873,0.6892332973459756
2,0.05226791634012662,2.9992787959132774,0.0004448326,2.625299,0.05182308374012662,0.37397979591327735
3,0.04524885074235924,3.9991222312092285,0.002037581,3.94173,0.04321126974235924,0.05739223120922832
4,0.0031378644678001916,4.997994966703439,0.002777892,5.261017,0.00035997246780019145,0.2630220332965605
5,0.024002494021814463,5.99737614090794,0.004157928,6.581638,0.01984456602181446,0.5842618590920603
6,-0.031374348950843,6.994964934015635,0.007571022,7.908775,0.038945370950842995,0.9138100659843653
7,-0.023597442446143365,7.9950227716931686,0.008323818,9.238962,0.031921260446143365,1.2439392283068322
8,-0.07525232493063895,8.993726498806339,0.007728339,10.56963,0.08298066393063895,1.575903501193661
9,-0.10569093713929775,9.992469180810465,0.006780918,11.90426,0.11247185513929775,1.9117908191895356
10,-0.09478305590570728,10.99233013493106,0.003419395,13.24208,0.09820245090570728,2.2497498650689405
11,-0.13518656578307298,11.990217054243137,-0.001862182,14.58048,0.13332438378307299,2.5902629457568622
12,-0.12582577609315965,12.988337877285504,-0.005851755,15.93066,0.11997402109315965,2.9423221227144953
13,-0.13092580732507747,13.98691506124176,-0.004267715,17.28222,0.12665809232507746,3.295304938758239
14,-0.15890644032762866,14.9861268073163,0.000482789,18.63469,0.15938922932762867,3.6485631926836994
15,-0.1414940880935461,15.985791365962713,0.005006086,19.9867,0.1465001740935461,4.000908634037286
16,-0.16512725055569577,16.984444102500497,0.004134686,21.34127,0.16926193655569577,4.356825897499505
17,-0.16587122752590172,17.983237426821393,-0.0007654745,22.70575,0.16510575302590172,4.722512573178605
18,-0.1474379651273308,18.981335055464335,-0.007369324,24.0721,0.14006864112733078,5.090764944535664
19,-0.18632362006030986,19.978860410852842,-0.009719264,25.44868,0.17660435606030986,5.469819589147157
20,-0.2029803219640482,20.978366141394275,-0.005061181,26.8203,0.1979191409640482,5.841933858605724
21,-0.2144740908825181,21.97804226853839,0.001962273,28.19472,0.21643636388251808,6.216677731461612
22,-0.2916415997978261,22.97362304694414,0.005281593,29.57012,0.2969231927978261,6.596496953055858
23,-0.301964456024807,23.972204779843004,0.007939024,30.94984,0.309903480024807,6.977635220156994
24,-0.33172736214744697,24.970140776916285,0.006827076,32.33531,0.33855443814744696,7.365169223083715
25,-0.33317493483567584,25.969902146921424,0.008305167,33.7178,0.34148010183567584,7.747897853078573
26,-0.34339013189166784,26.968999538387134,0.0101734,35.11083,0.35356353189166784,8.141830461612866
27,-0.35817680502899446,27.968543532552832,0.0121194,36.50789,0.37029620502899446,8.53934646744717
