Frame,Predicted_X,Predicted_Z,Ground_Truth_X,Ground_Truth_Z,Error_X,Error_Z
0,0.13415582576898935,-0.9959269143902445,5.551115e-17,2.220446e-16,0.1341558257689893,0.9959269143902447
1,-0.05796872133790565,-0.009831260180650836,-0.004596714,0.09154274,0.05337200733790565,0.10137400018065083
2,-0.40232326189334244,0.9446146851943947,-0.01001116,0.1857373,0.3923121018933424,0.7588773851943947
3,0.07370573449741175,0.0770413301648748,-0.01753371,0.2834672,0.09123944449741175,0.20642586983512518
4,-0.39788986739317234,0.7382457704756081,-0.02863192,0.38731,0.36925794739317236,0.35093577047560814
5,-0.25768440770616596,1.7529972336613926,-0.04273697,0.5011396,0.21494743770616598,1.2518576336613925
6,-0.34788710381704674,2.7738779299542426,-0.06000009,0.6279359,0.28788701381704673,2.1459420299542424
7,-0.7768404599345244,3.7035216541937444,-0.08275693,0.7669396,0.6940835299345245,2.936582054193744
8,0.10359898258136246,4.147797280148463,-0.1090497,0.9191805,0.21264868258136246,3.2286167801484633
9,-0.38492306449679753,3.2367489796996924,-0.1415335,1.081913,0.24338956449679752,2.1548359796996923
10,-0.5573013248410961,4.253505531895344,-0.1816057,1.251378,0.3756956248410961,3.0021275318953444
11,-0.89254498387584,5.242087383699731,-0.2325643,1.425643,0.65998068387584,3.8164443836997313
12,-1.2940605260615268,6.198896953051089,-0.293459,1.60414,1.0006015260615269,4.594756953051089
13,-1.5224872338345312,7.210254648338739,-0.3616512,1.78864,1.1608360338345312,5.421614648338739
14,-2.0150652453068987,8.130477980427573,-0.4366243,1.979231,1.5784409453068986,6.1512469804275725
15,-2.6567888157480155,8.955876023414298,-0.5224919,2.17302,2.1342969157480156,6.782856023414298
16,-3.2187693985008523,9.836419840497255,-0.620094,2.368741,2.5986753985008524,7.467678840497255
17,-3.6208648051632326,10.800722885052044,-0.7248452,2.565689,2.8960196051632328,8.235033885052044
18,-4.260931736843924,9.973303236923654,-0.8394934,2.758285,3.421438336843924,7.215018236923654
19,-4.80958462680297,10.86929451370428,-0.9687591,2.950416,3.84082552680297,7.9188785137042785
20,-5.434347545359126,11.71226800835222,-1.103633,3.142085,4.330714545359125,8.57018300835222
21,-6.017348201327829,12.583079987154708,-1.242764,3.333105,4.774584201327829,9.249974987154708
22,-6.411114316503234,13.564574562870586,-1.392475,3.523028,5.018639316503234,10.041546562870586
23,-7.473238543119487,13.487346774821281,-1.564446,3.706267,5.908792543119487,9.781079774821281
24,-6.970071927020123,14.423253053596728,-1.761568,3.880703,5.208503927020123,10.542550053596727
25,-7.977364874197048,14.784754307832426,-1.969361,4.049498,6.008003874197048,10.735256307832426
26,-6.965401861368312,15.023614300560757,-2.187835,4.215884,4.777566861368312,10.807730300560756
27,-8.043878730987007,15.185696579195822,-2.415527,4.382391,5.628351730987007,10.803305579195822
28,-8.128258378721014,16.2257721301234,-2.663146,4.540774,5.465112378721015,11.6849981301234
29,-9.173894029464348,16.539871937619996,-2.929115,4.68768,6.244779029464349,11.852191937619995
30,-10.207156765695167,16.941690009870122,-3.215512,4.824434,6.991644765695167,12.117256009870122
31,-11.2951349346434,16.829262537923764,-3.517839,4.948178,7.7772959346434,11.881084537923764
32,-12.37031758401109,16.67498614975883,-3.836955,5.057271,8.53336258401109,11.61771514975883
33,-13.24076557447595,17.3416010634222,-4.17713,5.153468,9.06363557447595,12.1881330634222
34,-14.334380429362277,17.425398202237137,-4.534335,5.233794,9.800045429362278,12.191604202237137
35,-15.388230996857432,17.51080985441898,-4.911075,5.302451,10.477155996857432,12.20835885441898
36,-16.439815748062106,17.292632907318616,-5.299329,5.360943,11.140486748062106,11.931689907318617
37,-17.517434015416367,17.203833978628985,-5.701357,5.401694,11.816077015416367,11.802139978628986
38,-18.04412405919879,17.583764265340253,-6.122091,5.42129,11.922033059198789,12.162474265340254
39,-19.083644378037246,17.442328111471646,-6.558994,5.427674,12.524650378037245,12.014654111471646
40,-20.111633519351507,17.64098834018053,-7.009091,5.424017,13.102542519351507,12.216971340180532
41,-21.133512319847874,17.45454181176647,-7.473426,5.410697,13.660086319847874,12.043844811766473
42,-22.148171038835905,17.290056646772733,-7.950411,5.389282,14.197760038835906,11.900774646772733
43,-23.134309020370328,17.034529864657227,-8.444612,5.353644,14.689697020370328,11.680885864657228
44,-24.074659169798714,16.665158114893522,-8.953007,5.310729,15.121652169798715,11.354429114893522
45,-25.084159559421536,16.618710421471658,-9.480377,5.263869,15.603782559421536,11.354841421471658
46,-26.064173840681313,16.383940933230672,-10.02302,5.211227,16.04115384068131,11.172713933230671
47,-26.968406644868352,15.986460417757508,-10.57921,5.153075,16.389196644868353,10.833385417757508
48,-27.90266936483392,15.629922217643477,-11.15274,5.08836,16.749929364833918,10.541562217643477
49,-28.87861912461769,15.42824640790753,-11.73941,5.02588,17.13920912461769,10.402366407907529
50,-29.8609316631752,15.241472505689153,-12.34412,4.964841,17.5168116631752,10.276631505689153
51,-30.83088394529677,15.009589915597587,-12.96427,4.901812,17.86661394529677,10.107777915597588
52,-31.8047909381945,14.793914742982768,-13.60015,4.835681,18.2046409381945,9.958233742982767
53,-32.783506946841506,14.606573893348207,-14.25164,4.767225,18.531866946841504,9.839348893348207
54,-33.76821106075452,14.443182567755589,-14.91341,4.697363,18.854801060754518,9.74581956775559
55,-34.74549184583217,14.244916005518292,-15.59372,4.629999,19.151771845832172,9.614917005518292
56,-35.72495828946948,14.065668839811144,-16.29098,4.563302,19.433978289469476,9.502366839811144
57,-36.69686166856111,13.844279644497869,-17.00478,4.49463,19.692081668561112,9.34964964449787
58,-37.67687083104151,13.668002677791975,-17.73322,4.426532,19.943650831041513,9.241470677791975
59,-38.660821020047166,13.490776561504061,-18.47183,4.359249,20.188991020047165,9.131527561504061
60,-39.64870436582929,13.387648530830809,-19.22427,4.290984,20.42443436582929,9.09666453083081
61,-40.62674936647983,13.196105311278542,-19.98833,4.223122,20.638419366479827,8.972983311278542
62,-41.60657979515728,13.032687421532696,-20.7731,4.161929,20.83347979515728,8.870758421532695
63,-42.59241862066875,13.074182640560997,-21.56448,4.100217,21.027938620668753,8.973965640560998
64,-43.56803972756709,12.857173690938371,-22.36419,4.035961,21.20384972756709,8.82121269093837
65,-44.5459900183034,12.649183983050245,-23.16415,3.971019,21.3818400183034,8.678164983050245
66,-45.51433982350498,12.41783525064809,-23.9695,3.90897,21.544839823504983,8.508865250648089
67,-46.49004940878151,12.203589018763362,-24.78947,3.849052,21.700579408781508,8.354537018763361
68,-47.46611615880844,11.986122056971542,-25.61886,3.786079,21.847256158808438,8.200043056971541
69,-48.448026951653425,11.805441951474885,-26.46136,3.716343,21.986666951653426,8.089098951474885
70,-49.42952060782578,11.60723659431263,-27.30755,3.644752,22.12197060782578,7.962484594312629
71,-50.4045525802447,11.38051539024371,-28.15287,3.569541,22.251682580244697,7.81097439024371
72,-51.39248286331994,11.221563334677908,-28.99762,3.492898,22.39486286331994,7.728665334677908
73,-52.37204436858955,11.020305340018039,-29.83721,3.41846,22.53483436858955,7.6018453400180395
74,-53.276817502786514,10.595375096520584,-30.67424,3.346046,22.602577502786513,7.249329096520585
75,-54.2644804692178,10.473911765528424,-31.51586,3.27199,22.7486204692178,7.201921765528423
76,-55.2287646524934,10.230766670677022,-32.35442,3.198821,22.874344652493406,7.031945670677022
77,-56.21126316220765,10.024458617551463,-33.19517,3.123626,23.016093162207653,6.900832617551464
78,-57.1614234194639,9.684545651476283,-34.02626,3.051261,23.1351634194639,6.633284651476282
79,-58.15952572154998,9.693413174873298,-34.86004,2.980358,23.299485721549985,6.713055174873298
80,-59.16004490836647,9.782554187542697,-35.69639,2.910621,23.463654908366472,6.871933187542697
81,-60.09594111607663,10.133281002276785,-36.53345,2.843137,23.56249111607663,7.290144002276785
82,-60.86893311352621,9.502044305923452,-37.37375,2.77507,23.49518311352621,6.726974305923452
83,-61.82171933729875,9.210481338713182,-38.21476,2.706985,23.606959337298754,6.503496338713182
84,-62.792621443761064,8.997528329539335,-39.04918,2.638855,23.743441443761064,6.358673329539336
85,-63.7666549544361,8.78564666360852,-39.88167,2.572257,23.8849849544361,6.21338966360852
86,-64.74216420756986,8.585982420925156,-40.71171,2.504806,24.03045420756986,6.081176420925155
87,-65.71738556814849,8.341378873173355,-41.5384,2.436154,24.178985568148484,5.9052248731733545
