Frame,Predicted_X,Predicted_Z,Ground_Truth_X,Ground_Truth_Z,Error_X,Error_Z
0,-0.0029094074513038885,0.9996695090819491,-5.551115e-17,2.220446e-16,0.002909407451303833,0.9996695090819488
1,-0.004658140831211714,1.9991460122896605,-0.01101102,0.961713,0.006352879168788286,1.0374330122896605
2,0.00232487420312159,3.0002666194093273,-0.01699529,1.924885,0.01932016420312159,1.0753816194093273
3,-0.005972747142930562,4.000511919274694,-0.03106702,2.888054,0.025094272857069437,1.1124579192746942
4,-0.02540390462905459,5.003169463346109,-0.04462738,3.848312,0.01922347537094541,1.1548574633461088
5,-0.04142596378757717,6.0028486612015435,-0.05337242,4.806551,0.011946456212422824,1.1962976612015437
6,-0.03792382101806003,7.003877054965903,-0.06458549,5.738958,0.026661668981939966,1.2649190549659028
7,-0.08961213773717859,8.004739831155176,-0.07542792,6.676395,0.014184217737178595,1.3283448311551753
8,-0.09404461354735104,9.006051062645483,-0.08936429,7.606157,0.00468032354735104,1.3998940626454832
9,-0.10988390968374703,10.007276187456796,-0.1013034,8.535486,0.008580509683747031,1.4717901874567954
10,-0.09909086006639722,11.009724629858583,-0.1141317,9.465868,0.015040839933602779,1.543856629858583
11,-0.10172075732226198,12.013151098783004,-0.1275574,10.38892,0.02583664267773801,1.624231098783003
12,-0.10989578401384875,13.015146860195491,-0.1421945,11.33952,0.03229871598615125,1.6756268601954911
13,-0.04353513025206987,14.01751908517264,-0.1548813,12.22345,0.11134616974793013,1.7940690851726409
14,-0.027255131900024234,15.022638969990748,-0.1693123,13.13325,0.14205716809997576,1.8893889699907476
15,-0.029930941791013126,16.028867962938392,-0.1849063,14.04136,0.15497535820898686,1.987507962938393
16,-0.037110169298916716,17.03553178121842,-0.1992846,14.94552,0.16217443070108328,2.0900117812184202
17,-0.0657749227544083,18.043885305171994,-0.2169483,15.84627,0.1511733772455917,2.1976153051719933
18,-0.04660813241788119,19.04988516234108,-0.236713,16.74309,0.1901048675821188,2.306795162341082
19,-0.023563834320988,20.059838306557207,-0.2548521,17.63484,0.23128826567901203,2.4249983065572067
20,-0.022768176535776844,21.063760419344867,-0.2730779,18.52684,0.25030972346422314,2.5369204193448667
21,-0.06588344136160243,22.0730292836001,-0.2937433,19.41419,0.22785985863839756,2.6588392836000985
22,-0.09577613266518972,23.084168099961126,-0.3146034,20.29478,0.21882726733481025,2.7893880999611262
23,-0.1299685339971974,24.092106031961862,-0.3335669,21.1689,0.2035983660028026,2.923206031961861
24,-0.16141912939986697,25.098924261135977,-0.3517749,22.03793,0.19035577060013303,3.0609942611359777
25,-0.13413324100318588,26.10270409175849,-0.372549,22.90089,0.23841575899681414,3.2018140917584894
26,-0.16895511255271295,27.10507230566578,-0.3933684,23.75773,0.22441328744728706,3.34734230566578
27,-0.2593558338382831,28.104924919216447,-0.4121035,24.61543,0.15274766616171692,3.4894949192164475
28,-0.3019949938070003,29.10946514062884,-0.4280328,25.44218,0.1260378061929997,3.667285140628838
29,-0.3545903825028372,30.113510811544234,-0.4474023,26.26621,0.09281191749716278,3.8473008115442333
30,-0.41540351799398567,31.11649764117395,-0.4690774,27.08037,0.053673882006014306,4.036127641173952
31,-0.49040573011679284,32.11820827676413,-0.491623,27.87697,0.0012172698832071394,4.241238276764129
32,-0.4933748221773207,33.12304565056224,-0.5147234,28.66957,0.02134857782267935,4.45347565056224
33,-0.5564304200588107,34.12497431410836,-0.5377287,29.45471,0.018701720058810767,4.670264314108358
34,-0.5818692104129456,35.12824129309395,-0.5610502,30.22665,0.020819010412945538,4.901591293093951
35,-0.519948491494235,36.12975040973101,-0.5837097,30.99325,0.06376120850576494,5.13650040973101
36,-0.5764292494922324,37.13250120465414,-0.6098827,31.75331,0.0334534505077676,5.379191204654141
37,-0.6424508162943869,38.13438643458962,-0.6373473,32.49745,0.005103516294386989,5.636936434589622
38,-0.6682072393259478,39.1367030851626,-0.669497,33.2349,0.001289760674052176,5.901803085162598
39,-0.6791827406130703,40.13970572136793,-0.7070281,33.96228,0.02784535938692978,6.177425721367932
40,-0.7791554950174049,41.138027631920615,-0.7475972,34.70353,0.031558295017404925,6.434497631920614
41,-0.884210389924048,42.134166263646286,-0.7861231,35.39317,0.09808728992404803,6.740996263646288
42,-0.9308309911201361,43.13422197569358,-0.8225011,36.08573,0.10832989112013613,7.0484919756935795
43,-0.9729026208802699,44.13293809091853,-0.8579745,36.77338,0.11492812088026994,7.359558090918526
