Frame,Predicted_X,Predicted_Z,Ground_Truth_X,Ground_Truth_Z,Error_X,Error_Z
0,0.017552596073108752,0.9974681632172681,-5.551115e-17,2.220446e-16,0.017552596073108807,0.9974681632172678
1,0.059367751235118234,1.9964896330608024,-0.01101102,0.961713,0.07037877123511824,1.0347766330608024
2,0.10546941730800213,2.9941157237608667,-0.01699529,1.924885,0.12246470730800213,1.0692307237608667
3,0.08412321217022731,3.994422499303654,-0.03106702,2.888054,0.11519023217022731,1.1063684993036542
4,0.6166741750298594,4.838950166657314,-0.04462738,3.848312,0.6613015550298594,0.9906381666573143
5,0.6433821483436472,5.833839327525875,-0.05337242,4.806551,0.6967545683436471,1.0272883275258753
6,0.6098136597494527,6.83261368504537,-0.06458549,5.738958,0.6743991497494527,1.0936556850453698
7,0.6023766781322393,7.8324983228824205,-0.07542792,6.676395,0.6778045981322393,1.1561033228824202
8,0.4775588975686642,8.825084529710697,-0.08936429,7.606157,0.5669231875686642,1.2189275297106974
9,0.37724565471195337,9.820098806383818,-0.1013034,8.535486,0.47854905471195336,1.2846128063838176
10,0.3344210372830145,10.819138520612084,-0.1141317,9.465868,0.4485527372830145,1.3532705206120834
11,0.38435235569090787,11.817360519445346,-0.1275574,10.38892,0.5119097556909078,1.4284405194453456
12,0.3388001356569985,12.816201564547578,-0.1421945,11.33952,0.4809946356569985,1.4766815645475777
13,0.32374298583726663,13.816140426916029,-0.1548813,12.22345,0.4786242858372666,1.592690426916029
14,0.25036725978503976,14.814869368098028,-0.1693123,13.13325,0.4196795597850398,1.681619368098028
15,0.1794889661133878,15.81209701533299,-0.1849063,14.04136,0.3643952661133878,1.7707370153329904
16,0.1879553093451065,16.813473417053057,-0.1992846,14.94552,0.38723990934510655,1.867953417053057
17,0.1640266121022777,17.81572380290124,-0.2169483,15.84627,0.38097491210227774,1.9694538029012385
18,0.08768542759271562,18.814297204217908,-0.236713,16.74309,0.32439842759271564,2.0712072042179095
19,0.054942286863308466,19.813959989109346,-0.2548521,17.63484,0.3097943868633085,2.1791199891093456
20,0.01842123407653471,20.813662720736605,-0.2730779,18.52684,0.2914991340765347,2.2868227207366054
21,-0.028915479786860952,21.813949280521463,-0.2937433,19.41419,0.26482782021313905,2.3997592805214616
22,-0.062157262767278246,22.814065454206396,-0.3146034,20.29478,0.25244613723272175,2.519285454206397
23,-0.14446726772257404,23.811941671829278,-0.3335669,21.1689,0.18909963227742596,2.643041671829277
24,-0.16276349973227436,24.811935532068077,-0.3517749,22.03793,0.18901140026772564,2.7740055320680774
25,-0.2758728775502659,25.806135975999723,-0.372549,22.90089,0.09667612244973411,2.9052459759997227
26,-0.340728567976651,26.80417324800442,-0.3933684,23.75773,0.05263983202334899,3.0464432480044223
27,-0.3605755389424319,27.80283327596948,-0.4121035,24.61543,0.05152796105756813,3.18740327596948
28,-0.4230858345830148,28.80014862962854,-0.4280328,25.44218,0.004946965416985194,3.357968629628541
29,-0.43511101149149495,29.799780359498108,-0.4474023,26.26621,0.012291288508505027,3.533570359498107
30,-0.512437958647881,30.797005162552484,-0.4690774,27.08037,0.04336055864788102,3.7166351625524854
31,-0.5653012388574304,31.795894605246566,-0.491623,27.87697,0.07367823885743047,3.9189246052465663
32,-0.5969246779857083,32.795530992288406,-0.5147234,28.66957,0.0822012779857082,4.125960992288405
33,-0.6262720892859133,33.7970014272267,-0.5377287,29.45471,0.08854338928591332,4.342291427226698
34,-0.7052411093615399,34.795840618553775,-0.5610502,30.22665,0.1441909093615399,4.569190618553776
35,-0.7524620702616834,35.796192262319884,-0.5837097,30.99325,0.16875237026168344,4.802942262319885
36,-0.7532321611689607,36.79804145667444,-0.6098827,31.75331,0.14334946116896075,5.044731456674441
37,-0.8534248938130111,37.794382830295675,-0.6373473,32.49745,0.21607759381301117,5.296932830295674
38,-1.000974165517035,38.78537761098969,-0.669497,33.2349,0.331477165517035,5.550477610989688
39,-1.1699906214555071,39.772143864192564,-0.7070281,33.96228,0.4629625214555071,5.809863864192565
40,-1.3842479034785966,40.74929692708476,-0.7475972,34.70353,0.6366507034785966,6.045766927084756
41,-1.7465268694981944,41.68199747979677,-0.7861231,35.39317,0.9604037694981944,6.2888274797967725
42,-1.9160332613216462,42.66724801257841,-0.8225011,36.08573,1.0935321613216462,6.581518012578414
43,-1.9999083113737095,43.662830541654436,-0.8579745,36.77338,1.1419338113737094,6.889450541654433
44,-2.0503092789211146,44.65820491328472,-0.8979841,37.44921,1.1523251789211146,7.2089949132847195
45,-2.150051528497626,45.65152151739932,-0.9356939,38.11124,1.214357628497626,7.540281517399315
46,-2.28893039717614,46.635289138348064,-0.966244,38.76355,1.32268639717614,7.871739138348062
47,-2.9795132851885833,47.349861799410945,-0.9940685,39.40063,1.9854447851885832,7.949231799410946
48,-3.0006585949100835,48.34611221417241,-1.022967,40.03748,1.9776915949100835,8.308632214172405
49,-3.1180518518913147,49.332914111556775,-1.054571,40.68683,2.063480851891315,8.646084111556775
50,-3.1598641618861163,50.328712364570535,-1.082779,41.29211,2.0770851618861164,9.036602364570534
51,-3.0521007016075963,51.318308624776144,-1.107347,41.89089,1.9447537016075962,9.427418624776145
52,-3.046034780288167,52.31231535990872,-1.127463,42.47569,1.918571780288167,9.836625359908723
53,-3.0630067169147277,53.307636158758626,-1.143225,43.04425,1.9197817169147278,10.263386158758628
54,-3.1218230672384393,54.29903543945572,-1.156523,43.59239,1.9653000672384393,10.70664543945572
55,-3.032711640420818,55.28579820201414,-1.163695,44.11947,1.8690166404208182,11.166328202014142
56,-3.144246700327233,56.27060953937711,-1.165311,44.62705,1.978935700327233,11.643559539377115
57,-3.206437764398316,57.26121429422516,-1.165281,45.11047,2.041156764398316,12.150744294225163
58,-3.190000759590067,58.253116267352034,-1.162119,45.57447,2.027881759590067,12.678646267352036
