Frame,Predicted_X,Predicted_Z,Ground_Truth_X,Ground_Truth_Z,Error_X,Error_Z
0,0.44229781108177857,0.9058056436986912,1.110223e-16,2.220446e-16,0.44229781108177846,0.905805643698691
1,0.9276172106077469,0.10179036598340174,0.003499723,0.5653511,0.9241174876077469,0.46356073401659825
2,1.8136635485099268,0.5343430764095607,0.001173954,1.127607,1.8124895945099269,0.5932639235904393
3,0.9396096736450827,1.1318273241707457,-0.007831705,1.689225,0.9474413786450827,0.5573976758292543
4,1.47987953356113,1.89342375822392,-0.01508128,2.251296,1.4949608135611299,0.35787224177608
5,1.4269304131580127,2.9280312133973982,-0.02040073,2.816072,1.4473311431580127,0.11195921339739812
6,1.0033077968986124,3.846152319366154,-0.02969353,3.390281,1.0330013268986125,0.4558713193661541
7,0.764502520359353,4.7963881076369015,-0.04152744,3.969489,0.8060299603593529,0.8268991076369017
8,0.6751836798729614,5.768060222354308,-0.05593704,4.556204,0.7311207198729613,1.2118562223543075
9,1.7066924934264869,5.802720665476049,-0.07008098,5.150463,1.7767734734264868,0.652257665476049
10,1.3432538507145506,6.7407667448260415,-0.08798198,5.751285,1.4312358307145505,0.9894817448260413
11,1.2944803129757483,7.744296433504126,-0.1054713,6.363942,1.3999516129757483,1.3803544335041265
12,1.5118253041910323,8.72268837716977,-0.1238576,6.989627,1.6356829041910323,1.7330613771697712
13,2.0686140120620604,9.51644626522377,-0.1444743,7.637602,2.2130883120620606,1.87884426522377
14,2.639777150407717,10.348686797296155,-0.1645124,8.302111,2.804289550407717,2.046575797296155
15,2.061307611339133,11.145227911494345,-0.1844755,8.978383,2.245783111339133,2.166844911494346
16,1.9291545824150411,12.135529988150218,-0.2077191,9.661917,2.136873682415041,2.473612988150217
17,1.8060170804121314,13.111707132194548,-0.2329992,10.35368,2.0390162804121315,2.758027132194547
18,1.6512559365240398,14.125280183278969,-0.253794,11.06423,1.9050499365240399,3.0610501832789687
19,2.5724511947945405,14.291772967074627,-0.270128,11.79839,2.8425791947945407,2.493382967074627
20,2.221339043791568,15.276450619256321,-0.2821162,12.5587,2.503455243791568,2.7177506192563214
21,1.5359469466977138,16.095521783179098,-0.2962122,13.3352,1.8321591466977138,2.760321783179098
22,1.735092903816687,15.182277308410583,-0.3128296,14.12399,2.047922503816687,1.0582873084105842
23,1.5419409324636022,16.157271664756838,-0.3270868,14.92763,1.8690277324636022,1.2296416647568371
24,1.6662193898206772,17.170683610373047,-0.3451203,15.74882,2.011339689820677,1.4218636103730464
25,1.4348916081912981,18.165729409666717,-0.3585571,16.58175,1.7934487081912982,1.5839794096667177
26,1.5850122414000594,17.230833573676694,-0.3661096,17.4281,1.9511218414000593,0.19726642632330638
27,1.0256310334830179,18.07430774937659,-0.3686442,18.28806,1.3942752334830177,0.2137522506234113
28,0.8135887077520267,19.059435904484626,-0.3812873,19.16967,1.1948760077520268,0.11023409551537355
